hospital_id,city,symptom,predicted_disease,specialization,consultation_fee,estimated_meds_cost,total_estimated_cost,wait_time_mins,hospital_rating,doctor_exp_years,languages,distance_km,insurance_accepted,match_score
HOSP_0343,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,1062,1262,55,3.8,15,"English, Kannada",24.5,0,71
HOSP_0344,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3310,3510,29,4.3,6,"English, Telugu",0.9,1,94
HOSP_0345,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,973,1973,75,3.6,26,"English, Tamil",12.8,1,92
HOSP_0346,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2540,3340,83,4.6,8,"English, Hindi, Telugu",24.1,1,78
HOSP_0347,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1781,2081,34,4.5,14,"English, Telugu",21.8,1,96
HOSP_0348,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1533,1833,86,3.6,19,"English, Kannada",7.5,1,86
HOSP_0349,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,3468,4468,19,4.6,16,"English, Hindi, Telugu",2.2,1,78
HOSP_0350,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2906,3156,53,4.9,15,"English, Kannada",17.0,1,73
HOSP_0351,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1059,1859,34,3.9,20,"English, Telugu",22.9,1,88
HOSP_0352,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,817,1067,72,3.7,11,"English, Hindi, Telugu",5.2,1,86
HOSP_0353,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2734,3034,24,4.3,5,"English, Telugu",7.5,1,81
HOSP_0354,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,968,1268,34,3.9,24,"English, Kannada",15.2,1,61
HOSP_0355,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,1457,2457,41,4.5,3,"English, Hindi",13.4,1,61
HOSP_0356,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2942,3142,40,4.2,23,"English, Tamil",18.5,0,81
HOSP_0357,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,324,1324,42,4.4,15,"English, Kannada",23.4,1,78
HOSP_0358,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,3444,3944,60,3.8,8,"English, Hindi",12.7,1,94
HOSP_0359,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,3498,4298,39,4.2,17,"English, Kannada",11.1,1,85
HOSP_0360,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,342,542,55,3.9,22,"English, Hindi, Telugu",2.7,1,82
HOSP_0361,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2340,2540,83,3.6,4,"English, Tamil",11.7,1,92
HOSP_0362,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1627,2627,24,4.8,21,"English, Kannada",23.4,1,62
HOSP_0363,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1314,1514,22,3.6,12,"English, Hindi",23.1,1,84
HOSP_0364,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,3212,3712,68,4.8,20,"English, Tamil",11.6,1,97
HOSP_0365,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1942,2192,51,4.7,20,"English, Telugu",12.8,1,72
HOSP_0366,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1174,1974,68,3.5,17,"English, Hindi",19.2,1,60
HOSP_0367,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2332,3132,88,4.9,20,"English, Tamil",20.4,1,94
HOSP_0368,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,495,695,26,3.9,26,"English, Telugu",13.6,1,83
HOSP_0369,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2891,3891,69,4.9,6,"English, Telugu",9.7,1,75
HOSP_0370,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3176,3976,23,3.6,15,"English, Tamil",9.0,1,64
HOSP_0371,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2423,2623,81,4.1,24,"English, Hindi",4.4,1,72
HOSP_0372,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1724,2524,80,4.3,14,"English, Telugu",7.8,1,89
HOSP_0373,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2763,3063,56,4.8,28,"English, Telugu",16.0,1,93
HOSP_0374,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,3382,3882,53,3.6,24,"English, Tamil",8.7,1,83
HOSP_0375,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,3305,3505,33,4.5,10,"English, Telugu",4.7,1,72
HOSP_0376,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,538,1338,62,4.4,9,"English, Telugu",13.1,1,85
HOSP_0377,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,1116,1366,67,4.7,19,"English, Tamil",2.2,1,74
HOSP_0378,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2763,3063,40,3.9,27,"English, Kannada",17.6,1,88
HOSP_0379,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,2846,3046,65,3.9,9,"English, Hindi, Telugu",5.0,0,74
HOSP_0380,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3289,4089,44,4.5,20,"English, Tamil",7.4,1,67
HOSP_0381,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2195,2395,50,4.8,22,"English, Hindi",24.6,1,72
HOSP_0382,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2283,2783,81,3.8,24,"English, Tamil",17.8,1,70
HOSP_0383,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2443,2743,44,3.8,19,"English, Hindi",0.6,0,74
HOSP_0384,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,549,749,72,4.7,15,"English, Telugu",19.1,1,78
HOSP_0385,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,882,1182,23,4.0,8,"English, Hindi, Telugu",4.4,1,90
HOSP_0386,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1103,1353,76,3.7,12,"English, Hindi, Telugu",18.1,1,67
HOSP_0387,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1254,2054,16,4.1,14,"English, Telugu",12.9,1,76
HOSP_0388,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,2743,2993,37,4.5,19,"English, Hindi",7.0,0,89
HOSP_0389,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,3032,4032,42,4.2,16,"English, Hindi, Telugu",16.5,0,69
HOSP_0390,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2114,2614,84,4.7,28,"English, Hindi, Telugu",18.8,1,67
HOSP_0391,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,1393,2393,35,4.8,17,"English, Hindi, Telugu",15.9,0,65
HOSP_0392,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,754,1054,32,4.8,13,"English, Hindi",14.6,1,86
HOSP_0393,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1256,1556,45,4.7,12,"English, Tamil",24.9,1,74
HOSP_0394,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3150,3350,89,4.0,21,"English, Tamil",0.8,1,94
HOSP_0395,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,2251,2751,69,4.8,13,"English, Telugu",14.3,1,80
HOSP_0396,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2884,3184,82,5.0,21,"English, Tamil",17.1,1,84
HOSP_0397,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1945,2245,69,4.4,29,"English, Hindi, Telugu",24.9,0,63
HOSP_0398,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2244,2744,28,3.6,13,"English, Hindi, Telugu",17.0,1,77
HOSP_0399,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1748,2248,73,4.5,11,"English, Telugu",14.1,1,66
HOSP_0400,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,705,1205,61,4.2,16,"English, Telugu",1.0,1,74
HOSP_0401,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,2513,3013,17,4.5,28,"English, Hindi, Telugu",4.3,1,97
HOSP_0402,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1910,2910,86,3.6,13,"English, Kannada",1.3,1,89
HOSP_0403,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2786,3286,30,4.5,13,"English, Hindi, Telugu",24.4,1,86
HOSP_0404,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3278,3478,65,3.5,12,"English, Hindi",15.8,0,67
HOSP_0405,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2623,3623,67,5.0,19,"English, Hindi",21.4,0,78
HOSP_0406,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1394,1644,72,3.8,22,"English, Telugu",7.1,1,74
HOSP_0407,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2340,2640,54,3.7,14,"English, Tamil",8.5,1,89
HOSP_0408,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,3420,3920,50,4.5,6,"English, Hindi, Telugu",4.7,0,77
HOSP_0409,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2311,2611,60,4.7,7,"English, Telugu",12.9,1,94
HOSP_0410,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,1666,2666,31,4.2,12,"English, Hindi",18.0,1,93
HOSP_0411,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1412,2212,62,4.3,14,"English, Hindi",21.6,1,98
HOSP_0412,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,339,539,34,3.5,23,"English, Telugu",12.0,1,71
HOSP_0413,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,2791,3091,85,3.7,18,"English, Telugu",3.5,1,84
HOSP_0414,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2332,2532,20,4.4,27,"English, Kannada",12.5,1,63
HOSP_0415,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,3192,3392,46,3.9,8,"English, Kannada",4.5,0,62
HOSP_0416,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1019,1269,36,4.4,8,"English, Hindi",19.7,1,69
HOSP_0417,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1500,2000,73,4.8,7,"English, Kannada",17.0,1,80
HOSP_0418,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2735,3735,27,4.4,12,"English, Telugu",1.8,1,76
HOSP_0419,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1210,1410,31,3.9,10,"English, Telugu",23.7,0,67
HOSP_0420,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1080,1380,53,3.5,27,"English, Hindi, Telugu",4.3,1,77
HOSP_0421,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2955,3755,27,4.5,23,"English, Hindi",13.0,1,68
HOSP_0422,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,2826,3326,67,3.6,22,"English, Hindi",21.4,0,60
HOSP_0423,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1421,1721,23,4.0,14,"English, Hindi",19.4,0,67
HOSP_0424,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1644,2144,56,4.1,13,"English, Tamil",16.5,1,88
HOSP_0425,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,641,1641,64,4.0,15,"English, Tamil",13.4,1,94
HOSP_0426,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,3486,3686,80,4.5,21,"English, Kannada",15.1,1,97
HOSP_0427,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,3490,4490,51,4.8,6,"English, Telugu",22.9,1,72
HOSP_0428,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,3476,3676,74,5.0,28,"English, Kannada",8.8,1,87
HOSP_0429,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,3163,3413,54,4.3,14,"English, Telugu",23.3,1,68
HOSP_0430,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,3096,4096,39,4.9,5,"English, Telugu",0.6,1,68
HOSP_0431,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,451,701,19,3.7,29,"English, Hindi",0.7,1,85
HOSP_0432,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,3199,3449,26,4.9,25,"English, Hindi",11.3,1,62
HOSP_0433,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1151,1351,63,4.7,23,"English, Hindi, Telugu",13.5,1,74
HOSP_0434,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1247,2247,60,4.4,26,"English, Hindi",10.1,1,82
HOSP_0435,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,960,1210,37,4.5,10,"English, Telugu",14.2,0,67
HOSP_0436,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2213,3013,67,4.2,26,"English, Tamil",24.5,1,68
HOSP_0437,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,659,859,74,4.4,13,"English, Kannada",6.0,0,72
HOSP_0438,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3240,4040,68,4.1,11,"English, Telugu",11.1,1,90
HOSP_0439,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,1196,1696,69,3.8,7,"English, Hindi",6.7,1,80
HOSP_0440,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2958,3958,22,3.7,19,"English, Hindi",14.2,1,97
HOSP_0441,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3121,3921,49,3.8,17,"English, Hindi, Telugu",14.6,1,72
HOSP_0442,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1315,2115,49,3.5,7,"English, Telugu",17.3,1,85
HOSP_0443,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,689,1189,84,4.5,20,"English, Telugu",8.6,0,73
HOSP_0444,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,3234,3734,29,4.4,13,"English, Kannada",17.5,1,79
HOSP_0445,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,731,981,58,4.7,19,"English, Tamil",24.1,1,95
HOSP_0446,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1451,1701,28,3.9,17,"English, Kannada",14.1,1,75
HOSP_0447,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1607,1857,80,4.3,24,"English, Tamil",6.9,1,61
HOSP_0448,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1448,1698,71,3.9,12,"English, Telugu",1.6,1,98
HOSP_0449,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,2520,2820,37,4.7,8,"English, Telugu",6.3,1,88
HOSP_0450,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,907,1157,87,4.0,22,"English, Tamil",14.2,0,76
HOSP_0451,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,3196,3696,55,3.8,24,"English, Tamil",23.7,1,70
HOSP_0452,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1838,2088,23,4.4,25,"English, Hindi",11.1,1,68
HOSP_0453,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1392,2192,61,4.2,25,"English, Hindi",4.4,1,84
HOSP_0454,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1316,1566,72,4.0,11,"English, Hindi",16.7,1,93
HOSP_0455,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1846,2146,35,4.9,9,"English, Hindi",6.2,0,71
HOSP_0456,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2401,2651,89,4.1,21,"English, Telugu",21.5,1,75
HOSP_0457,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,730,1030,62,4.5,15,"English, Kannada",24.4,1,86
HOSP_0458,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,874,1874,26,4.1,13,"English, Hindi",5.9,1,95
HOSP_0459,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1019,1269,50,4.2,17,"English, Kannada",7.5,1,73
HOSP_0460,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,3495,4295,51,4.6,17,"English, Kannada",17.5,1,72
HOSP_0461,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2374,3174,69,3.7,22,"English, Hindi",7.1,1,81
HOSP_0462,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,3401,4401,59,4.0,4,"English, Hindi, Telugu",6.5,0,95
HOSP_0463,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,1140,1640,33,4.5,22,"English, Hindi",4.0,1,77
HOSP_0464,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,577,1577,72,3.6,14,"English, Telugu",1.2,1,90
HOSP_0465,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,2825,3075,45,4.5,27,"English, Hindi, Telugu",21.7,1,91
HOSP_0466,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1461,1961,16,4.4,26,"English, Hindi",12.8,1,98
HOSP_0467,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,3459,3759,15,3.7,23,"English, Kannada",15.3,1,71
HOSP_0468,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1671,1971,79,4.5,23,"English, Telugu",19.9,1,63
HOSP_0469,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1117,1367,57,4.9,5,"English, Kannada",4.2,0,61
HOSP_0470,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,3041,3541,44,4.1,27,"English, Hindi, Telugu",11.9,0,92
HOSP_0471,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,853,1853,61,3.6,18,"English, Hindi, Telugu",15.3,0,86
HOSP_0472,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2359,2609,54,3.7,28,"English, Hindi",15.8,0,79
HOSP_0473,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1758,1958,50,3.8,29,"English, Telugu",16.8,0,88
HOSP_0474,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,2472,2972,38,4.0,16,"English, Hindi, Telugu",15.2,1,71
HOSP_0475,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,3393,3893,75,4.9,27,"English, Hindi",21.0,1,97
HOSP_0476,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,422,1222,30,3.8,6,"English, Hindi, Telugu",16.0,1,90
HOSP_0477,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,2664,3464,85,3.7,17,"English, Kannada",23.1,1,93
HOSP_0478,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,671,971,57,3.5,5,"English, Hindi",14.1,1,82
HOSP_0479,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2638,3138,19,4.3,8,"English, Hindi",9.9,1,64
HOSP_0480,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2419,2619,15,4.0,25,"English, Tamil",20.8,0,70
HOSP_0481,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2875,3125,34,4.4,3,"English, Telugu",12.2,1,61
HOSP_0482,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,307,1307,43,4.5,3,"English, Tamil",18.6,1,71
HOSP_0483,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,3444,3944,53,4.8,24,"English, Tamil",18.4,1,72
HOSP_0484,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,1409,1609,66,4.2,15,"English, Tamil",5.3,1,85
HOSP_0485,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,3448,3748,42,4.7,26,"English, Tamil",20.9,0,74
HOSP_0486,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,710,960,25,3.6,13,"English, Tamil",17.4,1,97
HOSP_0487,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1900,2400,86,4.4,24,"English, Tamil",22.7,0,71
HOSP_0488,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2999,3999,57,4.9,7,"English, Hindi, Telugu",8.2,1,84
HOSP_0489,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2463,3463,18,4.1,19,"English, Telugu",10.6,0,82
HOSP_0490,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1046,1296,71,4.1,24,"English, Hindi, Telugu",8.8,1,73
HOSP_0491,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,572,1072,81,4.2,22,"English, Hindi, Telugu",21.9,1,84
HOSP_0492,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,806,1056,61,4.4,24,"English, Kannada",10.2,1,84
HOSP_0493,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2172,3172,55,3.8,27,"English, Hindi, Telugu",3.2,0,92
HOSP_0494,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1511,2311,48,3.6,6,"English, Tamil",17.6,1,66
HOSP_0495,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,590,1390,22,4.0,21,"English, Kannada",13.7,1,86
HOSP_0496,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,807,1307,43,3.7,17,"English, Tamil",11.1,1,76
HOSP_0497,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2889,3089,44,4.0,4,"English, Kannada",22.9,1,85
HOSP_0498,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,556,1356,72,5.0,28,"English, Hindi, Telugu",10.2,1,83
HOSP_0499,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2954,3204,44,4.5,3,"English, Telugu",20.3,0,86
HOSP_0500,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1143,1943,43,3.9,23,"English, Telugu",16.3,1,77
HOSP_0501,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,2071,2371,52,3.8,3,"English, Kannada",1.7,0,63
HOSP_0502,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,1180,1680,36,3.8,8,"English, Telugu",19.7,1,75
HOSP_0503,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1954,2254,63,4.4,15,"English, Hindi, Telugu",15.3,1,91
HOSP_0504,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1189,1489,29,4.4,29,"English, Tamil",5.0,1,74
HOSP_0505,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,2970,3470,52,4.3,21,"English, Tamil",9.9,0,79
HOSP_0506,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,750,1550,59,4.3,18,"English, Hindi, Telugu",24.9,1,73
HOSP_0507,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2674,2874,29,4.7,4,"English, Hindi",22.6,1,60
HOSP_0508,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2035,3035,70,4.2,20,"English, Kannada",24.6,1,73
HOSP_0509,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,2518,2718,20,4.5,13,"English, Hindi",4.0,1,73
HOSP_0510,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1642,1942,71,3.6,26,"English, Tamil",19.3,1,91
HOSP_0511,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,3439,3639,60,5.0,18,"English, Tamil",24.2,1,83
HOSP_0512,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,447,1247,80,4.4,15,"English, Telugu",8.6,1,72
HOSP_0513,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1470,1670,49,4.0,28,"English, Hindi, Telugu",6.0,1,81
